599.7532,0.14618
600.2354,0.147021
600.7175,0.147654
601.1996,0.1479
601.6817,0.147673
602.1638,0.147044
602.6459,0.146214
603.1281,0.145382
603.6102,0.144602
604.0923,0.143748
604.5744,0.142643
605.0565,0.141287
605.5386,0.139998
606.0208,0.139318
606.5029,0.139698
606.985,0.141162
607.4671,0.143173
607.9492,0.144852
608.4313,0.14547
608.9135,0.144907
609.3956,0.143717
609.8777,0.14272
610.3598,0.142417
610.8419,0.142615
611.324,0.142556
611.8062,0.141483
612.2883,0.139266
612.7704,0.136629
613.2525,0.134745
613.7346,0.134483
614.2167,0.135837
614.6989,0.137931
615.181,0.139588
615.6631,0.140029
616.1452,0.139266
616.6273,0.138002
617.1094,0.137113
617.5916,0.137043
618.0737,0.137557
618.5558,0.1381
619.0379,0.138363
619.52,0.138493
620.0021,0.138849
620.4843,0.139643
620.9664,0.140743
621.4485,0.14178
621.9306,0.142453
622.4127,0.142762
622.8948,0.142986
623.377,0.143413
623.8591,0.144095
624.3412,0.144773
624.8233,0.145046
625.3054,0.144619
625.7875,0.143485
626.2697,0.141908
626.7518,0.140279
627.2339,0.138934
627.716,0.138076
628.1981,0.137769
628.6802,0.13801
629.1624,0.138779
629.6445,0.140064
630.1266,0.141818
630.6087,0.143888
631.0908,0.145968
631.5729,0.147646
632.0551,0.148549
632.5372,0.148535
633.0193,0.147793
633.5014,0.146774
633.9835,0.145964
634.4656,0.145636
634.9478,0.145734
635.4299,0.145968
635.912,0.146039
636.3941,0.145835
636.8762,0.14546
637.3583,0.145088
637.8405,0.144791
638.3226,0.144481
638.8047,0.144006
639.2868,0.143298
639.7689,0.142463
640.251,0.141718
640.7332,0.141263
641.2153,0.14118
641.6974,0.141446
642.1795,0.142009
642.6616,0.142853
643.1437,0.143967
643.6259,0.145258
644.108,0.146492
644.5901,0.147341
645.0722,0.147535
645.5543,0.147022
646.0364,0.146021
646.5186,0.144911
647.0007,0.144044
647.4828,0.143587
647.9649,0.14349
648.447,0.143554
648.9291,0.14358
649.4113,0.143499
649.8934,0.14338
650.3755,0.143347
650.8576,0.14347
651.3397,0.143723
651.8218,0.144018
652.304,0.144266
652.7861,0.144437
653.2682,0.144567
653.7503,0.14471
654.2324,0.144879
654.7145,0.145019
655.1967,0.145024
655.6788,0.144809
656.1609,0.144368
656.643,0.143793
657.1251,0.143235
657.6072,0.142828
658.0894,0.142638
658.5715,0.142638
659.0536,0.142744
659.5357,0.142867
660.0178,0.142946
660.4999,0.142968
660.9821,0.14294
661.4642,0.142882
661.9463,0.14282
662.4284,0.142789
662.9105,0.142828
663.3926,0.142962
663.8748,0.143183
664.3569,0.14345
664.839,0.143717
665.3211,0.143966
665.8032,0.144221
666.2853,0.14454
666.7675,0.145007
667.2496,0.14569
667.7317,0.146395
668.2138,0.146083
668.6959,0.144216
669.178,0.142467
669.6602,0.141454
670.1423,0.140858
670.6244,0.140448
671.1065,0.140147
671.5886,0.13995
672.0707,0.139867
672.5529,0.139896
673.035,0.140014
673.5171,0.140194
673.9992,0.140423
674.4813,0.140691
674.9634,0.140971
675.4456,0.141203
675.9277,0.141311
676.4098,0.14125
676.8919,0.141036
677.374,0.14074
677.8561,0.140452
678.3383,0.140228
678.8204,0.140069
679.3025,0.13993
679.7846,0.139746
680.2667,0.139465
680.7488,0.13906
681.231,0.138533
681.7131,0.137922
682.1952,0.137305
682.6773,0.136799
683.1594,0.136531
683.6415,0.136593
684.1237,0.136997
684.6058,0.13765
685.0879,0.13837
685.57,0.138939
686.0521,0.139174
686.5342,0.138992
687.0164,0.138434
687.4985,0.13765
687.9806,0.136849
688.4627,0.136229
688.9448,0.13591
689.4269,0.1359
689.9091,0.1361
690.3912,0.136356
690.8733,0.136528
691.3554,0.136539
691.8375,0.136389
692.3196,0.136138
692.8018,0.135862
693.2839,0.135618
693.766,0.135415
694.2481,0.135217
694.7302,0.134967
695.2123,0.134627
695.6945,0.134214
696.1766,0.13381
696.6587,0.133531
697.1408,0.133474
697.6229,0.133652
698.105,0.13397
698.5872,0.134262
699.0693,0.134361
699.5514,0.134184
700.0335,0.133762
700.5156,0.133214
700.9977,0.132678
701.4799,0.132242
701.962,0.131921
702.4441,0.13167
702.9262,0.131437
703.4083,0.131203
703.8904,0.130986
704.3726,0.130813
704.8547,0.130691
705.3368,0.130592
705.8189,0.130483
706.301,0.130366
706.7831,0.130288
707.2653,0.130317
707.7474,0.130483
708.2295,0.130746
708.7116,0.13101
709.1937,0.131189
709.6758,0.131256
710.158,0.13124
710.6401,0.131182
711.1222,0.131093
711.6043,0.130954
712.0864,0.130763
712.5685,0.130549
713.0507,0.130339
713.5328,0.130102
714.0149,0.129742
714.497,0.129184
714.9791,0.128458
715.4612,0.127672
715.9434,0.126863
716.4255,0.125863
716.9076,0.12438
717.3897,0.122341
717.8718,0.120251
718.3539,0.11924
718.8361,0.12061
719.3182,0.12504
719.8003,0.131815
720.2824,0.13868
720.7645,0.142842
721.2466,0.142694
721.7288,0.138807
722.2109,0.133322
722.693,0.128495
723.1751,0.125609
723.6572,0.124705
724.1393,0.124983
724.6215,0.125492
725.1036,0.125676
725.5857,0.125498
726.0678,0.125188
726.5499,0.124935
727.032,0.124767
727.5142,0.124629
727.9963,0.124505
728.4784,0.124452
728.9605,0.124534
729.4426,0.124744
729.9247,0.124996
730.4069,0.125186
730.889,0.125256
731.3711,0.125213
731.8532,0.125104
732.3353,0.124982
732.8174,0.124886
733.2996,0.124833
733.7817,0.124816
734.2638,0.124815
734.7459,0.124802
735.228,0.124766
735.7101,0.124725
736.1923,0.124709
736.6744,0.124738
737.1565,0.124795
737.6386,0.124846
738.1207,0.124867
738.6028,0.124875
739.085,0.124924
739.5671,0.125067
740.0492,0.125313
740.5313,0.125625
741.0134,0.125943
741.4955,0.126237
741.9777,0.12653
742.4598,0.126892
742.9419,0.127396
743.424,0.128081
743.9061,0.128938
744.3882,0.129922
744.8704,0.130984
745.3525,0.132083
745.8346,0.133185
746.3167,0.134248
746.7988,0.135204
747.2809,0.13597
747.7631,0.136478
748.2452,0.136693
748.7273,0.136625
749.2094,0.1363
749.6915,0.135737
750.1736,0.134925
750.6558,0.133846
751.1379,0.132503
751.62,0.130951
752.1021,0.129297
